Response ID,What is your gender?  ,Which of the following best describes your industry?  ,Which of the following best describes your current occupation?  ,"Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? My employer’s remote working policy suits me","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? I get to choose how much work I do remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? I choose which days I work remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? My direct manager has discretion to allow or deny remote work","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? My organization encouraged people to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? My organization was well prepared for me to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? It was common for people in my organization to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? t was easy to get permission to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? I could easily collaborate with colleagues when working remotely","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Preparing for work and commuting","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Working","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Caring and domestic responsibilities","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Personal and family time","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Sleep","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Preparing for work and commuting","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Working","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Caring and domestic responsibilities","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Personal and family time","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Sleep"
168,Female,Information Media and Telecommunications,Sales workers - Sales Support Workers,4,4,4,3,4,4,5,4,4,1.5,8,2,3.5,9,0,6,5,3,10
169,Male,Arts and Recreation,Managers - Specialist Managers,4,4,4,5,5,3,4,5,5,1,8,3,3,9,0.5,8,4,4,7.5
170,Male,Public Administration and Safety,"Professionals - Legal, Social and Welfare Professionals",2,1,4,3,4,3,3,2,4,2,8,0,7,7,0,8,0,9,7
171,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,3,3,5,5,4,4,5,4,5,4,8,2,3,7,0,9,3,4,8
172,Male,Construction,"Managers - Chief Executives, General Managers and Legislators",3,3,4,5,3,4,4,4,4,1,9,2,4,8,0.5,9.5,2,4,8
173,Female,Construction,Clerical and administrative workers - Other Clerical and Administrative Workers,1,1,1,5,1,4,2,2,5,3.5,10,2,1.5,7,0,9,2,6,7
174,Female,Financial and Insurance,Clerical and administrative workers - Other Clerical and Administrative Workers,4,4,4,4,4,4,2,4,4,1,7.5,,6.5,9,0,9,,6,9
175,Female,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",3,4,4,4,2,5,1,4,2,3,12,1,1,7,2,12,1,2,7
176,Female,Education and Training,Professionals - Education Professionals,4,4,4,4,2,2,2,2,3,3,6,6,1,8,1,5,5,5,8
177,Male,"Professional, Scientific and Technical",Community and personal service workers - Protective Service Workers,1,5,5,3,3,3,3,4,5,2,8,3,5,6,2,8,2,5,7
178,Male,"Electricity, Gas, Water and Waste",Professionals - Arts and Media Professionals,4,4,3,2,2,2,3,1,4,2,8,7,6,1,2,8,2,2,10
179,Male,Public Administration and Safety,"Professionals - Design, Engineering, Science and Transport Professionals",4,3,4,4,3,4,4,4,4,2,8,3,3,8,1,8,3,4,8
180,Male,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,5,1,1,1,1,1,1,8,3,4,8,0,10,2,4,8
181,Female,Retail Trade,Technicians and trades workers - Skilled Animal and Horticultural Workers,4,4,4,3,3,3,4,5,4,3,7.5,3.5,2,8,0.5,8,4,3.5,8
182,Female,Public Administration and Safety,Managers - Specialist Managers,1,1,1,3,5,4,2,1,5,1,8.5,6,2,6.5,0,8,6,3,7
183,Female,"Rental, Hiring and Real Estate",Sales workers - Sales Representatives and Agents,3,3,3,3,3,3,3,3,3,2,8,5,3,6,1,9,5,4,5
184,Female,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",5,2,5,4,3,3,3,4,2,1,10,2,4,7,0.5,10,2.5,4,7
185,Female,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",4,4,5,4,1,5,4,5,5,6,8,1,2,7,1,8,1,6,8
186,Female,Other Services,Professionals - Health Professionals,3,1,1,5,5,2,5,5,1,1,12,2,3,6,1,12,3,3,5
187,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",1,1,1,5,2,3,4,2,4,2.5,8,5.5,1,7,0.5,8,5.5,3,7
188,Male,Construction,Technicians and trades workers - Other Technicians and Trades Workers,5,1,1,1,5,5,1,5,5,1.5,8,,7,7.5,0.5,8,2,6,7.5
189,Female,Administrative and Support,Technicians and trades workers - Construction Trades Workers,5,4,1,2,5,5,5,5,4,2,8,3,5,6,0.5,8,3,5,7.5
190,Female,Education and Training,Professionals - Education Professionals,1,1,1,5,1,1,1,1,5,3,6,4,0,11,3,6,4,0,11
191,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",4,5,5,4,5,4,5,4,4,2,4,6,7,5,8,5,2,7,2
192,Female,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",5,4,2,4,4,3,5,4,4,2,7.5,3.5,4,7,0.5,8,4.5,4,7
193,Female,Financial and Insurance,Clerical and administrative workers - Numerical Clerks,3,2,3,4,3,4,4,4,2,2,8,2,4,8,0,9,3,4,8
194,Female,Education and Training,Sales workers - Sales Support Workers,2,3,3,2,3,3,3,2,5,3,6,4,4,7,3,8,3,3,7
195,Female,"Professional, Scientific and Technical",Clerical and administrative workers - Other Clerical and Administrative Workers,1,1,1,5,1,1,1,2,4,4,5,4,3,8,0,6,3,7,8
196,Female,Information Media and Telecommunications,Professionals - ICT Professionals,4,4,3,4,4,4,4,4,5,2,8,2,4,8,0,8,4,4,8
197,Female,Retail Trade,"Managers - Hospitality, Retail and Service Managers",5,5,5,5,3,3,3,3,3,3,7,6,3,5,4,9,4,3,4
198,Female,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,2,5,5,5,5,5,2,8,3,3,8,0,7,3,5,9
199,Female,Retail Trade,Sales workers - Sales Assistants and Salespersons,4,3,2,3,3,3,3,3,4,2,5,6,3,8,0,1,7,8,8
200,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,2,3,1,1,2,3,1,1,4,2,9,2,3,8,2,9,2,3,8
201,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",4,4,5,4,5,4,4,5,4,3,8,4,3,6,1,9,4,3,7
202,Female,Administrative and Support,Clerical and administrative workers - Personal Assistants and Secretaries,5,5,5,4,5,5,5,5,5,2,5,4,5,8,0.5,5,5,5.5,8
203,Female,Arts and Recreation,Professionals - Arts and Media Professionals,5,5,5,3,5,5,5,5,5,0,9,3,4,8,0,9,4,3,8
204,Male,Public Administration and Safety,Clerical and administrative workers - Office Managers and Program Administrators,5,5,5,3,5,4,5,5,4,0,7,2,7,8,0,7,2,7,8
205,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",3,2,4,5,2,1,3,2,3,1,7,3,6,7,0,7,3,6,8
206,Female,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",5,4,3,4,4,4,3,3,5,2,8,2,4,8,3,8,3,2,8
207,Female,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,4,4,4,4,5,4,4,4,4,0,8,0,4,12,0,8,1,3,12
208,Male,Information Media and Telecommunications,Professionals - ICT Professionals,4,5,4,4,5,5,5,5,5,2,4,1,5,12,1,8,2,4,9
209,Female,"Agriculture, Forestry and Fishing",Community and personal service workers - Health and Welfare Support Workers,3,4,2,2,3,4,2,3,3,20,,,,4,20,,,,4
210,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",1,2,3,2,4,2,3,3,2,4,3,3,3,11,4,4,4,4,8
211,Female,Wholesale Trade,Clerical and administrative workers - Personal Assistants and Secretaries,3,3,4,5,3,2,2,4,4,3,8,2,3,8,0,10,4,4,6
212,Female,Information Media and Telecommunications,Professionals - ICT Professionals,4,3,3,3,2,4,5,2,1,2,8,1,6,7,1,6,3,6,8
213,Male,Arts and Recreation,Managers - Specialist Managers,2,2,4,4,2,2,2,2,4,3.5,8,2,2.5,8,0.5,8.5,3,4,8
214,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,1,5,5,5,5,1,1,5,2,8,8,1,5,2,8,8
215,Female,Information Media and Telecommunications,Managers - Specialist Managers,5,5,5,2,4,5,4,5,4,2.5,8,1.5,4,8,0.5,9,1.5,5,8
216,Female,"Professional, Scientific and Technical",Professionals - Health Professionals,1,2,4,5,4,5,4,4,5,5,8,0.5,2.5,8,0.5,9,1,5.5,8
217,Male,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",5,4,4,2,3,5,5,5,5,2,7,3,4,8,0,7,4,5,8
218,Female,"Electricity, Gas, Water and Waste",Sales workers - Sales Assistants and Salespersons,3,4,3,2,3,2,4,3,4,3,7,6,5,3,3,6,5,7,3
219,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",4,2,3,4,4,4,4,4,4,2,8,3,3,8,4,8,2,4,6
220,Female,Financial and Insurance,Managers - Specialist Managers,4,4,4,5,4,4,4,4,4,2,8,4,2,8,0,11,3,2,8
221,Female,"Transport, Postal and Warehousing",Clerical and administrative workers - General Clerical Workers,2,1,1,5,5,5,4,4,5,2,8,2,4,8,0,8,3,4,9
222,Male,"Professional, Scientific and Technical",Sales workers - Sales Representatives and Agents,5,3,3,5,4,5,4,5,2,3,9,2,3,7,0.5,9,2,5.5,7
223,Male,Retail Trade,Community and personal service workers - Hospitality Workers,1,4,3,3,4,2,2,2,2,1,8,4,6,5,2,7,3,6,6
224,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,5,5,5,4,3,4,2,5,4,2,8.5,1,5,7.5,0,8.5,1,7,7.5
225,Female,Information Media and Telecommunications,Professionals - ICT Professionals,5,4,5,4,5,5,5,5,5,8,2,2,6,6,2,9,3,4,6
226,Female,Health Care and Social Assistance,Technicians and trades workers - Other Technicians and Trades Workers,5,5,5,4,4,5,5,5,4,0.5,4,3,6.5,10,0,4,3,7,10
227,Female,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,4,2,3,4,4,4,4,4,4,2,6,4,4,8,0,6,4,6,8
228,Male,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,4,4,2,4,2,3,8,3,2,8,0,8,3,5,8
229,Female,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",5,4,4,4,5,5,5,4,4,1,9,,5,9,2,8,1,3,10
230,Male,Manufacturing,Sales workers - Sales Representatives and Agents,3,4,5,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,4
231,Male,Other Services,Labourers - Other Labourers,3,1,1,5,4,3,4,3,3,2,10,3,3,6,0.5,6,5,4,8.5
232,Female,Construction,Clerical and administrative workers - Numerical Clerks,5,5,5,5,5,4,2,5,5,1,7,3,5,8,1,7,3,5,8
233,Female,Administrative and Support,Clerical and administrative workers - Clerical and Office Support Workers,4,5,4,4,4,5,4,4,5,2,7,3,5,7,2,7,5,3,7
234,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",4,2,3,5,5,5,5,4,5,2.5,9,2.5,3,7,0.5,8,2,5.5,8
235,Male,Construction,Managers - Farmers and Farm Managers,2,2,4,3,4,5,3,4,5,10,3,11,,,3,2,12,5,2
236,Female,Other Services,Technicians and trades workers - Other Technicians and Trades Workers,5,5,5,1,4,5,5,4,4,1,6,5,4,8,1,5,4,5,9
237,Male,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",5,3,4,4,1,1,3,5,3,2,9,2,3,8,0,12,2,2,8
238,Male,Education and Training,Professionals - Education Professionals,5,4,4,3,3,4,3,4,4,3,8,2,3,8,1,10,3,3,7
239,Female,"Agriculture, Forestry and Fishing",Professionals - Education Professionals,2,2,1,2,3,2,2,2,2,1,14,2,2,5,1,6,7,4,6
240,Male,Construction,"Professionals - Business, Human Resource and Marketing Professionals",4,4,4,5,4,4,4,4,3,3,3,5,4,9,,8,,7,9
241,Male,Information Media and Telecommunications,"Managers - Hospitality, Retail and Service Managers",2,1,1,2,5,5,5,5,4,6,2,4,4,8,8,2,2,3,9
242,Female,"Transport, Postal and Warehousing",Clerical and administrative workers - Other Clerical and Administrative Workers,2,2,2,2,2,1,4,1,2,1,9,5,3,6,1,9,4,3,7
243,Male,Financial and Insurance,Managers - Specialist Managers,4,5,5,4,5,5,5,4,4,2,8,4,2,8,2,8,4,2,8
244,Female,Manufacturing,Managers - Specialist Managers,3,1,1,5,1,5,1,3,1,1,12,4,0,7,0,15,3,0,6
245,Female,Retail Trade,Managers - Specialist Managers,3,4,4,2,4,4,2,2,4,1,8,5,2,8,1,8,5,3,7
246,Male,Financial and Insurance,Managers - Specialist Managers,4,5,5,4,5,4,4,5,4,2,8,4,2,8,2,8,4,2,8
247,Female,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,4,2,2,2,2,2,2,2,2,2,8,2,4,8,1,8,3,4,8
248,Female,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,4,4,3,4,4,4,4,4,4,1,8,3,4,8,0,8,4,4,8
249,Female,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,3,3,4,4,3,4,4,4,4,1,8,3,4,8,0,8,4,4,8
250,Female,Health Care and Social Assistance,Professionals - Health Professionals,3,4,3,3,4,3,5,4,5,2,8,1,5,8,0,8,2,5,9
251,Female,Wholesale Trade,Clerical and administrative workers - Clerical and Office Support Workers,5,4,5,4,5,5,3,5,4,1,8,4,3,8,1,8,4,3,8
252,Female,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",4,5,5,5,2,5,4,4,5,3,9,2,3,7,0.5,10,3,4,6.5
253,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4
254,Female,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,4,5,2,4,5,5,5,5,5,1,8,5,2,8,1,7,6,2,8
255,Female,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,5,1,5,1,5,5,5,5,3,0,8,5,4,7,0,8,5,4,7
256,Male,Other Services,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,4,4,5,5,5,4,2,5,4,2,6,4,6,6,1,7,4,6,6
257,Female,Education and Training,Professionals - Education Professionals,4,2,4,5,3,4,4,4,4,2,8,3,4,7,0,8,4,4,8
258,Female,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",5,5,5,5,4,4,5,5,4,7,6,3,2,6,1,8,7,2,6
259,Male,Construction,"Professionals - Design, Engineering, Science and Transport Professionals",4,5,5,3,3,4,4,3,4,3,9,2,3,7,1,10,3,3,7
260,Female,"Electricity, Gas, Water and Waste",Clerical and administrative workers - Inquiry Clerks and Receptionists,5,5,1,5,5,5,5,5,5,4,1,3,8,8,4,8,8,2,2
261,Female,Information Media and Telecommunications,Clerical and administrative workers - Office Managers and Program Administrators,5,4,4,4,5,4,5,5,4,2,8,2,4,8,0,7,4,5,8
262,Female,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,4,4,4,4,4,2,8,2,4,8,0,8,4,4,8
263,Female,Information Media and Telecommunications,Clerical and administrative workers - Other Clerical and Administrative Workers,5,3,3,3,5,3,4,3,3,3,12,0,5,4,3,12,0,5,4
264,Female,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,5,2,1,4,5,2,5,5,2,1,5,3,7,8,1,5,3,7,8
265,Female,Education and Training,Professionals - Education Professionals,4,1,3,1,2,2,2,1,4,3,7,3,3,8,0,10,3,3,8
266,Male,Manufacturing,"Professionals - Design, Engineering, Science and Transport Professionals",4,2,2,4,4,4,4,5,4,1.5,7.5,4,4,7,0,7,5,5,7
267,Female,Mining,Machinery operators and drivers - Machine and Stationary Plant Operators,5,5,5,5,5,5,5,5,5,2,10,2,4,6,2,10,5,0,7
268,Female,"Rental, Hiring and Real Estate",Sales workers - Sales Assistants and Salespersons,4,4,4,4,3,4,4,4,4,3,8,3,3,7,1,10,3,3,7
269,Female,Other Services,"Professionals - Legal, Social and Welfare Professionals",2,1,1,4,1,2,4,5,3,1,8,0.5,6.5,8,0.5,8,2.5,5,8
270,Male,Retail Trade,Sales workers - Sales Assistants and Salespersons,4,5,5,5,4,5,4,5,4,1,7,3,5,8,1,8,2,5,8
271,Male,Other Services,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,2,2,1,3,4,2,3,3,2,4,10,2,4,4,6,6,2,4,6
272,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",4,5,4,5,5,5,5,4,5,2,5,2,5,10,2,8,3,3,8
273,Female,Other Services,Clerical and administrative workers - Personal Assistants and Secretaries,3,1,2,4,5,4,4,4,4,2,8,2,4,8,0,8,2,6,8
274,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",4,3,4,5,4,5,3,4,4,1,9,4,6,4,1,9,6,4,4
275,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,2,5,4,3,5,4,2,5,1.5,8,2.5,4,8,0,9,3,4,8
276,Female,Other Services,Clerical and administrative workers - Clerical and Office Support Workers,5,1,3,5,4,4,1,5,5,2,6,4,5,7,,7,5,5,7
277,Female,Information Media and Telecommunications,"Professionals - Legal, Social and Welfare Professionals",5,5,5,2,5,4,5,5,5,1,9,6,1,7,0,9,6,2,7
278,Female,"Agriculture, Forestry and Fishing",Managers - Specialist Managers,2,1,5,2,4,2,3,4,2,6,7,1,5,5,6,6,4,2,6
279,Female,Health Care and Social Assistance,Professionals - Health Professionals,5,5,5,5,5,5,5,5,5,1,10,1,3,9,0,8,2,6,8
280,Male,Education and Training,Professionals - Education Professionals,3,1,1,4,1,1,1,1,1,3,8,5,2,6,2,10,5,2,5
281,Male,Public Administration and Safety,Managers - Specialist Managers,4,4,2,4,4,4,4,4,4,2,8,3,4,7,0.5,9,1.5,5,8
282,Female,Other Services,"Managers - Hospitality, Retail and Service Managers",4,5,5,2,5,5,5,5,5,4,7.5,3.5,2,7,0.5,7.5,3.5,3.5,9
283,Male,Financial and Insurance,Managers - Specialist Managers,5,5,5,1,5,5,4,5,5,1,9,2,5,7,1,8,3,5,7
284,Male,Financial and Insurance,Professionals - ICT Professionals,4,3,5,3,3,4,4,4,2,2,9,2,3,8,1,9,3,3,8
285,Male,Accommodation and Food,"Managers - Hospitality, Retail and Service Managers",3,3,4,3,5,4,4,3,4,2,7.5,4,4,6.5,0.5,8,5,3.5,7
286,Male,Information Media and Telecommunications,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,4,2,1,5,3,4,4,4,2,1.5,10,2,3.5,7,0,10,2,5,7
287,Male,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",3,1,1,5,2,3,2,3,4,1.5,7.6,2.8999,4,8,,9,3,4,8
288,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,5,5,5,3,4,4,4,5,4,3,8,1,2,10,0,10,2,2,10
289,Male,Public Administration and Safety,Clerical and administrative workers - Office Managers and Program Administrators,5,5,5,5,5,4,4,4,4,1,7,1,8,7,0,7,5,5,7
290,Male,Construction,Labourers - Construction and Mining Labourers,5,3,2,5,3,3,5,4,4,1,8,3,6,6,2,8,2,6,6
291,Female,Wholesale Trade,Clerical and administrative workers - Other Clerical and Administrative Workers,5,4,4,4,5,2,3,4,5,4,7.5,1.5,3,8,0,7.5,1.5,5,10
292,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,4,4,2,4,4,3,5,5,2.5,9,2.5,2.5,7.5,0,9.5,2.5,4.5,7.5
293,Female,Other Services,"Managers - Hospitality, Retail and Service Managers",1,1,1,1,1,1,1,1,1,2,9,0,5,8,2,9,0,5,8
294,Male,Financial and Insurance,Managers - Specialist Managers,5,4,4,5,5,4,5,5,4,1.5,10,1,3,8.5,0,11,2,2,9
295,Male,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,5,5,5,2,5,5,3,10,2,2,7,0,12,2,2,8
296,Female,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,4,5,5,5,4,2,9,2,3,8,0.5,9.5,2,4,8
297,Male,Information Media and Telecommunications,Professionals - ICT Professionals,5,5,5,5,5,5,5,5,5,3,8,3,2,8,1,9,3,3,8
298,Female,Financial and Insurance,Clerical and administrative workers - Other Clerical and Administrative Workers,5,5,5,1,5,5,2,5,5,3,8,3.5,4,5.5,0,9,4,5,6
299,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,5,4,4,4,4,4,2,7,3,4,8,0,9,4,3,8
300,Male,Accommodation and Food,Technicians and trades workers - Food Trades Workers,1,1,2,2,3,2,4,3,4,10,2,8,2,2,10,6,2,4,2
301,Female,"Transport, Postal and Warehousing",Clerical and administrative workers - Clerical and Office Support Workers,1,1,1,4,1,3,4,1,5,2.5,7.5,3,4,7,0,8,4,4,8
302,Male,Other Services,Managers - Specialist Managers,5,5,5,3,5,5,5,5,5,5,8,2,2,7,0,10,3,3,8
303,Female,Health Care and Social Assistance,Professionals - Health Professionals,4,1,1,2,4,1,1,1,2,2,8,1,5,8,0,8,2,6,8
304,Male,Wholesale Trade,"Professionals - Design, Engineering, Science and Transport Professionals",3,3,3,4,1,1,2,4,2,4,7.5,2,3.5,7,0.5,8,2,6.5,7
305,Male,Financial and Insurance,"Professionals - Legal, Social and Welfare Professionals",5,5,5,5,5,4,5,5,3,1,7,7,2,7,0.5,9,5.5,2,7
306,Female,Financial and Insurance,Professionals - ICT Professionals,4,4,4,2,4,5,4,5,5,2.5,8,2,3.5,8,0.5,9,2,4.5,8
307,Female,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",4,4,4,4,4,3,4,3,4,2,9,2,3,8,0.5,9.5,3,2,9
308,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",5,4,5,5,4,4,5,5,3,2,8,2,5,7,0,9,2,6,7
309,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,3,1,4,5,2,4,4,3,2,2,8,2,6,6,0,10,2,6,6
310,Male,Education and Training,"Managers - Chief Executives, General Managers and Legislators",2,2,2,3,2,3,2,3,3,2,11,3,2,6,1,11,2,4,6
311,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,3,2,4,5,2,4,1,2,2,1,9,3,3,8,0,8,4,4,8
312,Male,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",5,5,5,3,4,5,5,5,2,0.25,8,2.75,7,6,0.25,6,3.75,8,6
313,Female,"Agriculture, Forestry and Fishing",Managers - Farmers and Farm Managers,2,5,4,3,4,2,5,3,5,2,5,3,6,8,4,3,5,5,7
314,Male,Education and Training,Professionals - Education Professionals,3,1,5,2,1,4,2,4,1,2,10,1,3,8,1,8,3,4,8
315,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,5,4,4,3,5,4,5,5,5,1.5,8,2.5,4,8,0,8,4,4,8
